path,recommended_permissions,notes
"external/openclaw/apps/macos/Sources/OpenClaw/LaunchdManager.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/LogLocator.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/MenuBar.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/MenuContentView.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/MenuContextCardInjector.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/MenuSessionsInjector.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/ModelCatalogLoader.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/NodePairingApprovalPrompter.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/NodeServiceManager.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/Onboarding.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/OnboardingView+Actions.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/OnboardingView+Pages.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/OnboardingView+Testing.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/OnboardingView+Wizard.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/OnboardingView+Workspace.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/OpenClawConfigFile.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/OpenClawPaths.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/PeekabooBridgeHostCoordinator.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/PermissionManager.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/PortGuardian.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/PresenceReporter.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/ProcessInfo+OpenClaw.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/RemotePortTunnel.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/RemoteTunnelManager.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/RuntimeLocator.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/ScreenRecordService.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/SessionActions.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/SessionData.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/SettingsRootView.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/SettingsWindowOpener.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/ShellExecutor.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/SkillsModels.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/SkillsSettings.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/SoundEffects.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/SystemRunSettingsView.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/TailscaleService.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/TerminationSignalWatcher.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/VoicePushToTalk.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/VoiceWakeOverlayController+Session.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/VoiceWakeSettings.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/VoiceWakeTester.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/NodeMode/MacNodeLocationService.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/NodeMode/MacNodeRuntime.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/NodeMode/MacNodeRuntimeMainActorServices.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClaw/Resources/OpenClaw.icns","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClawDiscovery/GatewayDiscoveryModel.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClawDiscovery/WideAreaGatewayDiscovery.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClawIPC/IPC.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClawMacCLI/ConnectCommand.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClawMacCLI/DiscoverCommand.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClawMacCLI/EntryPoint.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClawMacCLI/GatewayConfig.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClawMacCLI/WizardCommand.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Sources/OpenClawProtocol/GatewayModels.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/AgentWorkspaceTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/AnthropicAuthResolverTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/CameraIPCTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/CanvasFileWatcherTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/CanvasIPCTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/CanvasWindowSmokeTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/ChannelsSettingsSmokeTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/CLIInstallerTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/CommandResolverTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/CoverageDumpTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/ExecAllowlistTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/ExecApprovalHelpersTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/FileHandleLegacyAPIGuardTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/GatewayDiscoveryModelTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/GatewayEndpointStoreTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/GatewayEnvironmentTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/GatewayLaunchAgentManagerTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/HealthDecodeTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/HealthStoreStateTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/LogLocatorTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/LowCoverageHelperTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/MacGatewayChatTransportMappingTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/MacNodeRuntimeTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/MasterDiscoveryMenuSmokeTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/MenuSessionsInjectorTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/ModelCatalogLoaderTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/NodeManagerPathsTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/OpenClawConfigFileTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/OpenClawOAuthStoreTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/RuntimeLocatorTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/SemverTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/SettingsViewSmokeTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/SkillsSettingsSmokeTests.swift","contents:read","default conservative read-only"
"external/openclaw/apps/macos/Tests/OpenClawIPCTests/TestIsolation.swift","contents:read","default conservative read-only"
